0 ~Minifig Hair with Ponytail and Baseball Cap - Cap Half
5 24 0 0.3475 -22.7975 0 0.5158 -23.2808 1.7925 0.5025 -22.6975 -1.7925 0.5025 -22.6975
5 24 0 -0.1875 -18.5675 0 0.3475 -22.7975 1.7925 0.5025 -22.6975 -1.7925 0.5025 -22.6975
5 24 0 -10.91 -3.315 0 -10.9775 -5.3625 3.2725 -10.57 -5.165 -3.2725 -10.57 -5.165
5 24 0 -6.4625 11.6875 0 -7.8075 9.7575 -2.5388 -8.05 9.1513 2.5388 -8.05 9.1513
5 24 0 -2.78 14.665 0 -4.745 13.345 -4.22 -5.0338 12.2463 4.22 -5.0338 12.2463
5 24 0 -10.84 0.35 0 -10.845 -1.2 -2.8775 -10.5125 -0.4025 2.8775 -10.5125 -0.4025
5 24 0 0.4725 -24.62 0 0.635 -25.0733 -1.855 0.65 -24.4275 1.855 0.65 -24.4275
5 24 0 -7.8075 9.7575 0 -8.6025 8.3175 2.5388 -8.05 9.1513 -2.5388 -8.05 9.1513
5 24 0 -1.01 15.5875 0 0.8525 16.1025 -2.2925 1.3413 15.935 2.2925 1.3413 15.935
5 24 0 3.6083 -12.9026 0 3.2725 -19.8375 -1.865 3.44 -19.7 1.865 3.44 -19.7
5 24 0 -9.2218 7.162 0 -8.6025 8.3175 -1.692 -8.907 7.7075 1.692 -8.907 7.7075
5 24 0 0.4725 -24.62 0 0.4125 -23.965 -1.855 0.65 -24.4275 1.855 0.65 -24.4275
5 24 0 3.6275 22.62 0 3.1825 22.4175 2.1863 3.9788 22.5438 -2.1863 3.9788 22.5438
5 24 0 -0.685 -15.26 0 -0.1875 -18.5675 -2.055 -0.48 -15.2 2.055 -0.48 -15.2
5 24 0 1.89 -27.2575 0 2.8725 -27.0375 1.91 2.085 -27.15 -1.91 2.085 -27.15
5 24 0 -1.01 15.5875 0 -2.78 14.665 -5.2288 -1.1525 14.1575 5.2288 -1.1525 14.1575
5 24 0 3.1825 22.4175 0 2.3867 21.0517 2.2129 2.9092 20.8696 -2.2129 2.9092 20.8696
5 24 11.3167 6.495 -10.9263 11.5675 7.04 -14.6363 8.3125 5.6175 -12.095 12.935 7.3075 -13.07
